"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-01-01 ~ 2025-12-31"
"실거래구분 : 연립다세대(매매)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","건물명","전용면적(㎡)","대지권면적(㎡)","계약년월","계약일","거래금액(만원)","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"21176","서울특별시 도봉구 쌍문동","708-15","0708","0015","우암하이츠빌라","59.9800","25.1400","202506","11","20,600","1","개인","개인","1996","방학로3길 32","-","중개거래","서울 도봉구","25.09.18"
"21177","서울특별시 도봉구 쌍문동","531-57","0531","0057","한양빌라(가동)","41.1900","32.5000","202506","11","10,750","2","개인","개인","1987","해등로36길 13-8","-","직거래","-","25.06.11"
"21178","서울특별시 노원구 공릉동","115","0115","0000","태릉현대홈타운스위트1단지","131.1440","180.6700","202506","11","110,000","1","개인","개인","2004","화랑로51나길 15","-","중개거래","서울 송파구","25.06.25"
"21179","서울특별시 마포구 대흥동","18-84","0018","0084","어반스테이","21.3600","18.2600","202506","11","48,000","2","개인","개인","2021","고산14길 19","-","중개거래","서울 마포구","25.09.10"
"21180","서울특별시 은평구 대조동","190-24","0190","0024","웰튼빌","37.9600","28.3900","202506","11","40,000","3","개인","개인","2011","역말로9길 24-11","-","중개거래","서울 은평구","25.09.30"
"21181","서울특별시 은평구 대조동","221-1","0221","0001","홍남하이츠맨션","35.5700","13.9800","202506","11","19,500","1","개인","개인","1993","연서로22길 16","-","중개거래","서울 은평구","25.07.15"
"21182","서울특별시 은평구 대조동","48-26","0048","0026","청도빌리지","54.7300","30.2600","202506","11","38,300","3","개인","개인","2010","서오릉로10길 9","-","중개거래","서울 은평구","25.09.01"
"21183","서울특별시 서대문구 연희동","161-7","0161","0007","골든네스트","44.8100","23.3730","202506","11","21,211","5","개인","법인","2022","연희로33가길 5-1","-","직거래","-","25.07.25"
"21184","서울특별시 도봉구 도봉동","559-17","0559","0017","대명하이빌(559-17)","52.0300","30.3000","202506","11","25,500","2","개인","개인","2017","도봉산1길 19-4","-","중개거래","서울 도봉구","25.08.13"
"21185","서울특별시 도봉구 도봉동","593-37","0593","0037","도봉숲아뜨리움","55.1800","46.7700","202506","11","38,400","1","개인","개인","2016","도봉로167길 38","-","중개거래","서울 도봉구","25.09.12"
"21186","서울특별시 은평구 구산동","18-45","0018","0045","삼영하이츠","80.0000","39.0273","202506","11","36,000","3","개인","개인","2002","연서로11길 24","-","중개거래","서울 은평구","25.08.14"
"21187","서울특별시 은평구 구산동","211-5","0211","0005","중앙하이츠빌","69.9900","37.7180","202506","11","32,200","2","개인","개인","2009","갈현로17가길 10","-","중개거래","서울 은평구","25.09.02"
"21188","서울특별시 은평구 갈현동","462-5","0462","0005","삼양그랜드빌(462-5)","64.8700","34.0700","202506","11","35,800","3","개인","개인","2001","연서로23길 3-2","-","중개거래","서울 은평구","25.07.10"
"21189","서울특별시 강북구 수유동","550-1","0550","0001","성우스타팰리스6동","54.3800","30.0263","202506","11","23,500","2","개인","개인","2014","인수봉로76길 7-10","-","중개거래","서울 강북구","25.07.21"
"21190","서울특별시 구로구 고척동","349","0349","0000","명품하이츠빌","48.7500","30.2850","202506","11","34,500","4","개인","개인","2016","경서로11길 46","-","중개거래","서울 구로구","25.10.28"
"21191","서울특별시 강서구 화곡동","886-8","0886","0008","슈프림더하이움","47.1300","18.4800","202506","11","47,950","2","공공기관","법인","2023","국회대로 155","-","직거래","-","25.06.23"
"21192","서울특별시 강서구 화곡동","886-8","0886","0008","슈프림더하이움","47.1300","18.4800","202506","11","47,950","2","공공기관","법인","2023","국회대로 155","-","직거래","-","25.06.23"
"21193","서울특별시 금천구 독산동","934-2","0934","0002","(청실주택)","58.4900","26.0730","202506","11","13,000","-1","개인","개인","1996","독산로70길 77","20250618","직거래","-","-"
"21194","서울특별시 강서구 화곡동","886-8","0886","0008","슈프림더하이움","47.1300","18.4800","202506","11","48,450","4","공공기관","법인","2023","국회대로 155","20250617","직거래","-","-"
"21195","서울특별시 금천구 시흥동","892-32","0892","0032","서진노블리스","27.8300","23.9500","202506","11","19,900","2","개인","법인","2020","금하로14길 20-7","-","직거래","-","25.07.29"
"21196","서울특별시 금천구 시흥동","172-5","0172","0005","(172-5)","37.5800","23.4300","202506","11","15,100","3","개인","개인","1991","금하로23길 72","-","중개거래","서울 금천구","25.08.11"
"21197","서울특별시 구로구 구로동","339-82","0339","0082","S.L.프라임빌","29.7800","19.8200","202506","11","28,650","3","개인","법인","2022","구로동로28길 25-7","-","직거래","-","25.08.05"
"21198","서울특별시 금천구 독산동","972-45","0972","0045","명성빌","29.9700","21.1200","202506","11","22,500","3","개인","개인","2018","시흥대로148길 68-8","-","직거래","-","25.07.11"
"21199","서울특별시 구로구 궁동","192-50","0192","0050","대명아트빌(192-50)","35.8900","40.2500","202506","11","26,000","5","개인","개인","2017","부일로19길 58","-","중개거래","서울 구로구","25.08.13"
"21200","서울특별시 구로구 궁동","197-1","0197","0001","궁동빌라","50.3700","65.2900","202506","11","30,000","2","개인","개인","1991","부일로19길 34","-","직거래","-","26.01.06"
"21201","서울특별시 강서구 방화동","648-28","0648","0028","대림캐슬(648-28)","41.9600","27.6900","202506","11","28,000","4","개인","개인","2015","초원로 6-11","-","중개거래","서울 강서구","25.09.10"
"21202","서울특별시 강서구 화곡동","886-8","0886","0008","슈프림더하이움","47.1300","18.4800","202506","11","48,450","4","공공기관","법인","2023","국회대로 155","20250617","직거래","-","-"
"21203","서울특별시 강서구 화곡동","886-8","0886","0008","슈프림더하이움","47.1300","18.4800","202506","11","48,200","3","공공기관","법인","2023","국회대로 155","20250617","직거래","-","-"
"21204","서울특별시 강서구 화곡동","886-8","0886","0008","슈프림더하이움","47.1300","18.4800","202506","11","48,200","3","공공기관","법인","2023","국회대로 155","20250617","직거래","-","-"
"21205","서울특별시 동작구 상도동","497-2","0497","0002","스카이포레","53.0900","28.8300","202506","11","52,150","3","공공기관","개인","2021","상도로 392-7","20250616","직거래","-","-"
"21206","서울특별시 동작구 상도동","497-2","0497","0002","스카이포레","53.0900","28.8300","202506","11","53,250","5","공공기관","개인","2021","상도로 392-7","20250616","직거래","-","-"
"21207","서울특별시 동작구 상도동","497-2","0497","0002","스카이포레","53.0900","28.8300","202506","11","52,150","2","공공기관","개인","2021","상도로 392-7","20250616","직거래","-","-"
"21208","서울특별시 동작구 상도동","497-2","0497","0002","스카이포레","53.0900","28.8300","202506","11","52,700","4","공공기관","개인","2021","상도로 392-7","20250616","직거래","-","-"
"21209","서울특별시 동작구 상도동","246-18","0246","0018","상도동하이빌","51.9400","25.8400","202506","11","27,500","5","개인","개인","2003","성대로1길 14","-","중개거래","서울 동작구","25.06.13"
"21210","서울특별시 동작구 상도동","497-2","0497","0002","스카이포레","49.2300","26.6400","202506","11","48,800","2","공공기관","개인","2021","상도로 392-7","-","직거래","-","25.06.23"
"21211","서울특별시 금천구 독산동","891-11","0891","0011","(우월빌라가동)","38.4600","21.0300","202506","11","15,000","1","개인","개인","1991","독산로102길 56","-","중개거래","서울 금천구","25.08.19"
"21212","서울특별시 금천구 독산동","880-4","0880","0004","해피하우스","46.0600","27.2800","202506","11","24,500","5","개인","개인","2014","문성로7길 53","-","중개거래","서울 금천구","25.09.12"
"21213","서울특별시 관악구 봉천동","50-18","0050","0018","드림펠리스","59.3900","35.4000","202506","11","23,000","4","개인","개인","2007","은천로30길 10","-","직거래","-","25.06.11"
"21214","서울특별시 동작구 신대방동","360-80","0360","0080","동우맨션(360-80)","51.6800","26.4600","202506","11","34,300","1","개인","개인","2002","여의대방로22바길 40","-","중개거래","서울 동작구","25.07.11"
"21215","서울특별시 동작구 상도동","497-2","0497","0002","스카이포레","49.2300","26.6400","202506","11","48,800","3","공공기관","개인","2021","상도로 392-7","-","직거래","-","25.06.23"
"21216","서울특별시 동작구 상도동","497-2","0497","0002","스카이포레","49.2300","26.6400","202506","11","49,350","4","공공기관","개인","2021","상도로 392-7","-","직거래","-","25.06.23"
"21217","서울특별시 동작구 상도동","497-2","0497","0002","스카이포레","49.2300","26.6400","202506","11","49,900","5","공공기관","개인","2021","상도로 392-7","-","직거래","-","25.06.23"
"21218","서울특별시 동작구 상도동","497-2","0497","0002","스카이포레","50.3900","27.2400","202506","11","52,700","6","공공기관","개인","2021","상도로 392-7","-","직거래","-","25.06.23"
"21219","서울특별시 동작구 상도동","497-2","0497","0002","스카이포레","47.1100","25.5800","202506","11","47,450","6","공공기관","개인","2021","상도로 392-7","-","직거래","-","25.06.23"
"21220","서울특별시 동작구 상도동","497-2","0497","0002","스카이포레","53.0900","28.8300","202506","11","53,250","5","공공기관","개인","2021","상도로 392-7","-","직거래","-","25.06.23"
"21221","서울특별시 동작구 상도동","497-2","0497","0002","스카이포레","53.0900","28.8300","202506","11","52,150","2","공공기관","개인","2021","상도로 392-7","-","직거래","-","25.06.23"
"21222","서울특별시 동작구 상도동","497-2","0497","0002","스카이포레","53.0900","28.8300","202506","11","52,150","3","공공기관","개인","2021","상도로 392-7","-","직거래","-","25.06.23"
"21223","서울특별시 동작구 상도동","497-2","0497","0002","스카이포레","53.0900","28.8300","202506","11","52,700","4","공공기관","개인","2021","상도로 392-7","-","직거래","-","25.06.23"
"21224","서울특별시 동작구 신대방동","721","0721","0000","스마티움(721)","14.5600","10.4400","202506","11","12,000","3","개인","개인","2014","보라매로19길 8","-","중개거래","서울 동작구","25.06.16"
"21225","서울특별시 강서구 등촌동","645-8","0645","0008","남성아트빌","40.7600","25.1800","202506","11","31,800","3","개인","개인","2016","공항대로55길 18","-","중개거래","서울 강서구","25.09.01"
"21226","서울특별시 강서구 등촌동","530-24","0530","0024","SK파크리움(530-24)","21.8200","13.1000","202506","11","25,900","3","법인","개인","2020","등촌로53길 70","-","직거래","-","-"
"21227","서울특별시 관악구 봉천동","180-444","0180","0444","삼성하이츠빌","45.6750","23.4100","202506","11","20,500","4","개인","개인","2002","인헌16다길 23","-","중개거래","서울 관악구","25.08.14"
"21228","서울특별시 관악구 봉천동","180-333","0180","0333","우월궁전","84.7300","41.8200","202506","11","43,000","3","개인","개인","1997","인헌16길 17-9","-","중개거래","서울 관악구","25.09.23"
"21229","서울특별시 관악구 봉천동","713-5","0713","0005","첼시하우스A동B동","38.8300","23.1500","202506","11","34,000","3","개인","개인","2019","당곡6길 64-17","-","중개거래","서울 동작구","25.07.28"
"21230","서울특별시 금천구 독산동","378-25","0378","0025","다원빌라","83.8200","59.5000","202506","11","34,500","4","개인","개인","2001","독산로64길 89","-","중개거래","서울 금천구","25.07.25"
"21231","서울특별시 강서구 화곡동","886-8","0886","0008","슈프림더하이움","47.1300","18.4800","202506","11","48,450","4","공공기관","법인","2023","국회대로 155","-","직거래","-","25.06.23"
"21232","서울특별시 강서구 화곡동","886-8","0886","0008","슈프림더하이움","47.1300","18.4800","202506","11","48,450","4","공공기관","법인","2023","국회대로 155","-","직거래","-","25.06.23"
"21233","서울특별시 강서구 화곡동","886-8","0886","0008","슈프림더하이움","47.1300","18.4800","202506","11","48,200","3","공공기관","법인","2023","국회대로 155","-","직거래","-","25.06.23"
"21234","서울특별시 영등포구 신길동","8-1","0008","0001","미도빌라","71.1900","38.2000","202506","11","50,000","2","개인","개인","1992","여의대방로61길 33","-","중개거래","서울 영등포구","25.08.25"
"21235","서울특별시 강서구 염창동","253-7","0253","0007","링크253","33.2000","15.6550","202506","11","32,900","4","개인","개인","2017","양천로75길 22-10","-","중개거래","서울 강서구","25.07.31"
"21236","서울특별시 강서구 화곡동","886-8","0886","0008","슈프림더하이움","47.1300","18.4800","202506","11","47,950","2","공공기관","법인","2023","국회대로 155","20250617","직거래","-","-"
"21237","서울특별시 구로구 고척동","165","0165","0000","다미안","57.1300","38.5600","202506","11","33,300","6","개인","개인","2011","고척로 197","-","중개거래","서울 구로구","25.08.01"
"21238","서울특별시 강서구 화곡동","886-8","0886","0008","슈프림더하이움","47.1300","18.4800","202506","11","48,200","3","공공기관","법인","2023","국회대로 155","-","직거래","-","25.06.23"
"21239","서울특별시 금천구 독산동","934-2","0934","0002","(청실주택)","58.4900","26.0730","202506","11","12,600","-1","개인","개인","1996","독산로70길 77","20250618","직거래","-","-"
"21240","서울특별시 동작구 상도동","214-221","0214","0221","대흥미소가(214-221)","41.3500","30.0000","202506","11","39,000","3","개인","개인","2012","양녕로22가길 34","-","중개거래","서울 동작구","25.07.18"
"21241","서울특별시 동작구 상도동","250-10","0250","0010","드림하우스","28.8700","20.2000","202506","11","40,500","5","개인","개인","2012","성대로5길 3","-","중개거래","서울 동작구","25.09.08"
"21242","서울특별시 동작구 상도동","210-220","0210","0220","인성수피아","38.0800","22.5300","202506","11","49,000","3","개인","개인","2022","양녕로25가길 54","-","직거래","-","25.08.25"
"21243","서울특별시 동작구 상도동","497-2","0497","0002","스카이포레","49.2300","26.6400","202506","11","48,800","2","공공기관","개인","2021","상도로 392-7","20250616","직거래","-","-"
"21244","서울특별시 동작구 상도동","497-2","0497","0002","스카이포레","49.2300","26.6400","202506","11","48,800","3","공공기관","개인","2021","상도로 392-7","20250616","직거래","-","-"
"21245","서울특별시 동작구 상도동","497-2","0497","0002","스카이포레","49.2300","26.6400","202506","11","49,350","4","공공기관","개인","2021","상도로 392-7","20250616","직거래","-","-"
"21246","서울특별시 강서구 화곡동","886-8","0886","0008","슈프림더하이움","47.1300","18.4800","202506","11","47,950","2","공공기관","법인","2023","국회대로 155","20250617","직거래","-","-"
"21247","서울특별시 강서구 화곡동","840-10","0840","0010","나산맨션(840-10)","68.8000","37.5900","202506","11","29,500","2","개인","개인","2007","강서로10길 187","-","중개거래","서울 강서구","25.09.16"
"21248","서울특별시 강서구 화곡동","105-556","0105","0556","청림아트빌B동(105-556)","29.5200","15.0000","202506","11","11,500","5","개인","개인","2001","강서로26길 23","-","중개거래","서울 강서구","25.07.31"
"21249","서울특별시 강서구 화곡동","342-18","0342","0018","목원주택6차","52.0600","27.2600","202506","11","18,700","4","개인","개인","2002","강서로12길 14-8","-","중개거래","서울 강서구","25.07.31"
"21250","서울특별시 강서구 화곡동","787-13","0787","0013","해피리움","36.7000","19.8400","202506","11","23,300","3","개인","개인","2012","등촌로3나길 23","-","중개거래","서울 강서구","25.09.01"
"21251","서울특별시 양천구 신월동","233-9","0233","0009","행복한집","44.0900","32.0900","202506","11","25,000","3","개인","개인","2017","월정로15길 23-1","-","직거래","-","25.06.12"
"21252","서울특별시 구로구 구로동","459-9","0459","0009","강남빌라(459-9)","46.9500","24.5800","202506","11","24,000","4","개인","개인","1994","구로동로40길 13","-","중개거래","서울 영등포구","25.07.04"
"21253","서울특별시 구로구 구로동","744-59","0744","0059","(744-59)","37.3200","14.2500","202506","11","16,000","1","개인","개인","1999","구로동로12길 36-1","-","중개거래","서울 구로구","25.06.30"
"21254","서울특별시 금천구 독산동","188-1","0188","0001","뜰안채(188-1)","45.9700","28.8050","202506","11","25,500","2","개인","법인","2017","독산로80길 24","-","중개거래","서울 금천구","25.06.13"
"21255","서울특별시 동작구 상도동","497-2","0497","0002","스카이포레","49.2300","26.6400","202506","11","49,900","5","공공기관","개인","2021","상도로 392-7","20250616","직거래","-","-"
"21256","서울특별시 동작구 상도동","497-2","0497","0002","스카이포레","50.3900","27.2400","202506","11","52,700","6","공공기관","개인","2021","상도로 392-7","20250616","직거래","-","-"
"21257","서울특별시 동작구 상도동","497-2","0497","0002","스카이포레","50.3900","27.2400","202506","11","47,450","6","공공기관","개인","2021","상도로 392-7","20250616","직거래","-","-"
"21258","서울특별시 용산구 원효로1가","4","0004","0000","폴라리스","29.9000","20.3200","202506","11","73,000","3","개인","개인","2016","원효로93길 18-39","-","중개거래","서울 용산구","25.08.25"
"21259","서울특별시 동대문구 이문동","430","0430","0000","황지클래스","56.6100","36.0320","202506","11","46,000","2","개인","개인","2015","신이문로 17","-","중개거래","서울 동대문구","25.08.29"
"21260","서울특별시 용산구 후암동","43-19","0043","0019","(43-19)","15.2200","9.1910","202506","11","35,000","4","개인","개인","2020","두텁바위로 137","-","중개거래","서울 용산구","26.03.18"
"21261","서울특별시 광진구 자양동","846-23","0846","0023","리치팰리스","41.7000","30.1900","202506","11","59,000","2","개인","개인","2022","뚝섬로23가길 26","-","중개거래","서울 광진구","25.06.17"
"21262","서울특별시 광진구 구의동","242-25","0242","0025","온세하이츠빌","57.5100","34.0500","202506","11","45,500","3","개인","개인","2016","자양로22길 74-7","-","중개거래","서울 광진구","25.07.15"
"21263","서울특별시 광진구 구의동","220-60","0220","0060","양곡빌라","35.7800","22.7300","202506","11","25,000","1","개인","개인","1993","구의로 22","-","중개거래","서울 광진구","25.08.14"
"21264","서울특별시 중랑구 중화동","299-25","0299","0025","더하우스도도(299-25)","29.8200","19.4125","202506","11","30,900","3","개인","개인","2021","중랑역로18길 23","-","중개거래","서울 영등포구","25.06.24"
"21265","서울특별시 동대문구 장안동","439-20","0439","0020","르시엘(439-20)","46.3300","26.8400","202506","11","52,500","3","개인","법인","2024","장한로12길 72","-","직거래","-","25.09.08"
"21266","서울특별시 성동구 용답동","26-21","0026","0021","Y.H빌리지3","15.8800","13.2300","202506","11","38,800","3","개인","개인","2023","용답23길 18-27","-","중개거래","서울 성동구","25.08.18"
"21267","서울특별시 광진구 구의동","210-65","0210","0065","뉴씨티빌","63.0900","34.9700","202506","11","40,000","3","개인","개인","2003","아차산로61길 20","-","중개거래","서울 광진구","25.09.04"
"21268","서울특별시 성북구 장위동","219-77","0219","0077","드림파크빌(219-77)","47.5600","21.5780","202506","11","40,000","3","개인","개인","2017","장위로11길 76","-","중개거래","서울 성북구","25.08.14"
"21269","서울특별시 성북구 장위동","230-23","0230","0023","은진스톤하우스","68.8500","35.3710","202506","11","36,000","4","개인","개인","2004","장위로15길 42-11","-","중개거래","서울 성북구","25.09.30"
"21270","서울특별시 광진구 자양동","581-12","0581","0012","(581-12)","45.2100","29.1000","202506","11","38,500","3","개인","개인","2003","자양번영로5길 16","-","직거래","-","25.06.17"
"21271","서울특별시 성북구 장위동","66-239","0066","0239","퀸즈빌7차","29.8500","18.1250","202506","11","45,500","2","개인","개인","2021","돌곶이로27길 55","-","중개거래","서울 노원구","25.07.22"
"21272","서울특별시 중랑구 상봉동","124-75","0124","0075","청우빌라","44.2350","22.7500","202506","11","28,500","2","개인","개인","2002","동일로112길 20","-","중개거래","서울 중랑구","25.08.01"
"21273","서울특별시 성북구 석관동","73-14","0073","0014","(73-14)","29.7500","21.3100","202506","11","27,000","2","개인","개인","2023","한천로70길 6-18","-","중개거래","서울 성북구","25.07.01"
"21274","서울특별시 광진구 중곡동","220-9","0220","0009","(220-9)","27.5400","21.5300","202506","11","31,000","3","개인","개인","2013","긴고랑로9길 66","-","중개거래","서울 광진구","25.08.18"
"21275","서울특별시 용산구 이태원동","155-17","0155","0017","CreamLodge","142.4400","91.4700","202506","11","150,000","2","개인","개인","1994","이태원로19길 53","-","중개거래","서울 강남구","25.12.15"
"21276","서울특별시 성북구 장위동","230-152","0230","0152","세종아트빌","56.4600","26.9100","202506","11","33,300","3","개인","개인","2002","장위로11길 25","-","중개거래","서울 성북구","25.09.10"
"21277","서울특별시 강북구 미아동","223-31","0223","0031","삼흥하이츠빌라","39.3000","22.1000","202506","11","19,700","2","개인","개인","1994","솔매로41길 30","20250712","중개거래","서울 강북구","-"
"21278","서울특별시 동대문구 전농동","103-33","0103","0033","The조은캐슬","26.6100","18.1100","202506","11","34,500","4","개인","개인","2016","전농로36길 35","-","중개거래","서울 동대문구","25.08.29"
"21279","서울특별시 광진구 자양동","623-6","0623","0006","삼호아트빌","58.3400","32.2400","202506","11","54,000","2","개인","개인","2002","자양로13길 52-3","-","중개거래","서울 광진구","25.09.02"
"21280","서울특별시 광진구 중곡동","617-1","0617","0001","건일빌라","55.6900","26.0800","202506","11","32,700","4","개인","개인","2001","동일로66길 36","-","중개거래","서울 광진구","26.04.15"
"21281","서울특별시 광진구 자양동","599-10","0599","0010","대원빌15차","40.3900","16.9700","202506","11","64,300","5","개인","개인","2018","뚝섬로44길 45-3","-","중개거래","서울 광진구","25.10.20"
"21282","서울특별시 동대문구 전농동","558-10","0558","0010","(558-10)","13.1400","8.6200","202506","11","24,000","5","개인","개인","2013","서울시립대로14길 28","-","중개거래","서울 동대문구","25.06.18"
"21283","서울특별시 용산구 효창동","5-92","0005","0092","드림하우스","18.4500","13.3000","202506","11","31,000","5","개인","법인","2022","효창원로64길 27","-","직거래","-","25.06.20"
"21284","서울특별시 광진구 자양동","647-13","0647","0013","신안팰리스(647-13)","30.3200","17.9000","202506","11","60,000","6","개인","개인","2016","뚝섬로52라길 32-5","-","중개거래","서울 광진구, 서울 성동구","26.03.09"
"21285","서울특별시 중랑구 면목동","198-36","0198","0036","영신주택","42.0200","27.6000","202506","11","29,000","3","개인","법인","2016","중랑천로 67-8","-","중개거래","서울 중랑구","25.09.01"
"21286","서울특별시 광진구 군자동","16","0016","0000","미리내","54.1200","40.2400","202506","11","56,000","4","개인","개인","2015","천호대로104나길 8","-","중개거래","서울 강남구","26.01.05"
"21287","서울특별시 성동구 금호동4가","1092-1","1092","0001","금호빌딩","73.6900","29.8600","202506","11","69,500","7","개인","개인","1996","독서당로47길 8","-","중개거래","서울 성동구","25.09.30"
"21288","서울특별시 용산구 효창동","5-487","0005","0487","스위트빌","29.9400","20.1300","202506","11","44,000","4","개인","개인","2016","효창원로66길 45","-","중개거래","서울 용산구","25.09.03"
"21289","서울특별시 관악구 신림동","1657-14","1657","0014","네오지움","18.8500","13.7390","202506","11","12,121","4","개인","개인","2015","조원로6길 31","-","직거래","-","25.06.18"
"21290","서울특별시 송파구 잠실동","199-10","0199","0010","(199-10)","22.7500","9.9400","202506","11","18,000","3","개인","개인","1992","백제고분로7길 16-28","-","중개거래","서울 송파구","25.06.24"
"21291","서울특별시 강동구 성내동","514-2","0514","0002","서원빌라","50.1000","37.2300","202506","11","31,500","1","개인","개인","1990","성안로13길 27-7","-","중개거래","서울 강동구","25.09.05"
"21292","서울특별시 서초구 방배동","451-37","0451","0037","(451-37)","46.9000","33.6700","202506","11","49,000","-1","개인","개인","1986","방배천로4길 15-11","20251117","중개거래","서울 서초구","-"
"21293","서울특별시 송파구 송파동","100-12","0100","0012","토성하우스","50.1000","28.1000","202506","11","57,700","2","개인","개인","2018","송이로6길 3","-","중개거래","서울 송파구","25.07.01"
"21294","서울특별시 송파구 송파동","131-4","0131","0004","송파(家)하우스","40.8000","24.3300","202506","11","66,000","5","개인","개인","2022","백제고분로46길 22","-","직거래","-","25.07.30"
"21295","서울특별시 송파구 마천동","34-2","0034","0002","오맥스","49.9200","33.0040","202506","11","44,000","5","개인","개인","2013","마천로 251-8","-","중개거래","서울 송파구","25.08.11"
"21296","서울특별시 강남구 삼성동","25-9","0025","0009","삼성더하임2차","24.1600","11.4500","202506","11","61,000","5","개인","개인","2021","봉은사로71길 44","-","중개거래","서울 서초구","25.07.09"
"21297","서울특별시 송파구 방이동","145-22","0145","0022","명성아트빌(145-22)","59.2800","27.6200","202506","11","39,200","5","개인","개인","2003","백제고분로48가길 14-56","-","중개거래","서울 송파구","25.06.30"
"21298","서울특별시 송파구 삼전동","52-12","0052","0012","(52-12)","21.7600","14.1400","202506","11","38,000","4","개인","개인","2019","백제고분로22길 19-37","-","중개거래","서울 송파구","25.07.03"
"21299","서울특별시 강동구 상일동","176","0176","0000","효성빌라","131.6400","146.5400","202506","11","209,000","3","개인","개인","1987","상암로 343","-","중개거래","서울 강동구, 서울 성동구","25.08.22"
"21300","서울특별시 서초구 서초동","1425-20","1425","0020","퓨전빌","50.1700","25.5900","202506","11","52,800","6","개인","개인","2016","남부순환로331길 6-24","-","중개거래","서울 서초구","25.08.07"
"21301","서울특별시 송파구 잠실동","207-6","0207","0006","런던빌(207-6)","29.7100","17.3300","202506","11","34,000","5","개인","개인","2017","백제고분로7길 52-28","-","중개거래","서울 송파구","25.07.14"
"21302","서울특별시 서초구 반포동","726-48","0726","0048","(726-48)","20.8800","16.5300","202506","11","29,500","2","개인","개인","1988","사평대로53길 45","-","중개거래","서울 용산구","25.07.18"
"21303","서울특별시 관악구 신림동","708-2","0708","0002","오륜빌라A동(708-2)","40.8600","27.6600","202506","11","30,000","1","기타","개인","1986","난곡로35다길 5","-","중개거래","서울 관악구","25.08.29"
"21304","서울특별시 송파구 문정동","61-4","0061","0004","LEADBILLE","42.2200","22.4740","202506","11","25,000","2","개인","개인","2001","문정로4길 10-36","-","중개거래","서울 강남구","25.06.26"
"21305","서울특별시 서초구 반포동","577-58","0577","0058","(577-58)","64.9500","43.1900","202506","11","40,800","-1","개인","개인","1987","동광로46길 21-5","-","중개거래","서울 서초구","25.06.30"
"21306","서울특별시 강동구 둔촌동","493-1","0493","0001","광호빌라","65.0400","42.7660","202506","11","68,500","-1","개인","개인","1991","풍성로61길 36-18","-","중개거래","서울 강동구","25.08.04"
"21307","서울특별시 강동구 성내동","219-1","0219","0001","무궁화하이츠빌라","101.2900","54.4400","202506","11","50,000","4","개인","개인","1997","천호대로168나길 54","-","중개거래","서울 강동구","25.07.30"
"21308","서울특별시 송파구 오금동","112-5","0112","0005","대성에코빌","38.3700","25.7300","202506","11","38,500","3","개인","개인","2015","문정로 265","-","중개거래","서울 송파구","25.08.12"
"21309","서울특별시 서초구 양재동","386-23","0386","0023","삼성베스트빌","41.6700","28.3100","202506","11","85,000","4","개인","개인","2020","동산로16길 52","-","중개거래","서울 서초구","25.08.18"
"21310","서울특별시 강동구 성내동","433-13","0433","0013","강남리치빌(433-13)","50.6300","30.3600","202506","11","50,800","3","개인","개인","2017","양재대로91나길 36","-","중개거래","서울 강동구","25.08.19"
"21311","서울특별시 강동구 성내동","464-13","0464","0013","한성올림픽파크아파트","57.4110","35.2440","202506","11","58,000","6","개인","개인","2024","성내로6가길 75","-","직거래","-","25.06.30"
"21312","서울특별시 강동구 성내동","219-1","0219","0001","무궁화하이츠빌라","101.2900","54.4400","202506","11","50,000","4","개인","개인","1997","천호대로168나길 54","20250707","중개거래","서울 강동구","-"
"21313","서울특별시 강동구 암사동","474-1","0474","0001","신우아트빌II","29.6800","21.2300","202506","11","21,850","5","개인","개인","2016","고덕로24나길 4","-","중개거래","서울 강동구","25.06.20"
"21314","서울특별시 강동구 암사동","472-5","0472","0005","한솔아트빌(472-5)","45.5600","27.8348","202506","11","38,500","2","개인","개인","2015","암사길 29","-","중개거래","서울 강동구","25.09.26"
"21315","서울특별시 송파구 방이동","124-40","0124","0040","삼원주택","54.3500","29.2364","202506","11","35,000","3","개인","개인","2002","백제고분로48길 42-17","-","중개거래","서울 송파구","25.12.22"
"21316","서울특별시 강남구 청담동","13-35","0013","0035","(13-35)","28.2900","20.8000","202506","11","50,000","3","개인","개인","2019","도산대로72길 51","-","중개거래","서울 강남구","25.07.29"
